resume_id,jd_id,score,candidate_id
resumes_candidate_564a91d781ad_chunk3_experience_summary,jd_specialist_software_engineering_001,0.497664,resumes_candidate_564a91d781ad
resumes_candidate_564a91d781ad_chunk4_education_summary,jd_jd_1e5c2f,0.689271,resumes_candidate_564a91d781ad
resumes_candidate_564a91d781ad_chunk4_education_summary,jd_specialist_software_engineering_001,0.419690,resumes_candidate_564a91d781ad
resumes_candidate_564a91d781ad_chunk5_projects_certifications_achievements,jd_jd_1e5c2f,0.784585,resumes_candidate_564a91d781ad
resumes_candidate_564a91d781ad_chunk5_projects_certifications_achievements,jd_specialist_software_engineering_001,0.332558,resumes_candidate_564a91d781ad
resumes_candidate_5cad8fa77e9a_chunk1_professional_summary,jd_jd_1e5c2f,0.760326,resumes_candidate_5cad8fa77e9a
resumes_candidate_5cad8fa77e9a_chunk1_professional_summary,jd_specialist_software_engineering_001,0.479383,resumes_candidate_5cad8fa77e9a
resumes_candidate_5cad8fa77e9a_chunk2_skills,jd_jd_1e5c2f,0.528597,resumes_candidate_5cad8fa77e9a
resumes_candidate_5cad8fa77e9a_chunk2_skills,jd_specialist_software_engineering_001,0.290243,resumes_candidate_5cad8fa77e9a
resumes_candidate_5cad8fa77e9a_chunk3_experience_summary,jd_jd_1e5c2f,0.752376,resumes_candidate_5cad8fa77e9a
resumes_candidate_5cad8fa77e9a_chunk3_experience_summary,jd_specialist_software_engineering_001,0.480049,resumes_candidate_5cad8fa77e9a
resumes_candidate_5cad8fa77e9a_chunk4_education_summary,jd_jd_1e5c2f,0.674591,resumes_candidate_5cad8fa77e9a
resumes_candidate_5cad8fa77e9a_chunk4_education_summary,jd_specialist_software_engineering_001,0.440200,resumes_candidate_5cad8fa77e9a
resumes_candidate_5cad8fa77e9a_chunk5_projects_certifications_achievements,jd_jd_1e5c2f,0.815645,resumes_candidate_5cad8fa77e9a
resumes_candidate_5cad8fa77e9a_chunk5_projects_certifications_achievements,jd_specialist_software_engineering_001,0.347759,resumes_candidate_5cad8fa77e9a
resumes_candidate_5fc24b0ef8b7_chunk1_professional_summary,jd_jd_1e5c2f,0.791627,resumes_candidate_5fc24b0ef8b7
resumes_candidate_5fc24b0ef8b7_chunk1_professional_summary,jd_specialist_software_engineering_001,0.529029,resumes_candidate_5fc24b0ef8b7
resumes_candidate_5fc24b0ef8b7_chunk2_skills,jd_jd_1e5c2f,0.606933,resumes_candidate_5fc24b0ef8b7
resumes_candidate_5fc24b0ef8b7_chunk2_skills,jd_specialist_software_engineering_001,0.385780,resumes_candidate_5fc24b0ef8b7
resumes_candidate_5fc24b0ef8b7_chunk3_experience_summary,jd_jd_1e5c2f,0.794111,resumes_candidate_5fc24b0ef8b7
resumes_candidate_5fc24b0ef8b7_chunk3_experience_summary,jd_specialist_software_engineering_001,0.535157,resumes_candidate_5fc24b0ef8b7
resumes_candidate_5fc24b0ef8b7_chunk4_education_summary,jd_jd_1e5c2f,0.740270,resumes_candidate_5fc24b0ef8b7
resumes_candidate_5fc24b0ef8b7_chunk4_education_summary,jd_specialist_software_engineering_001,0.476222,resumes_candidate_5fc24b0ef8b7
resumes_candidate_5fc24b0ef8b7_chunk5_projects_certifications_achievements,jd_jd_1e5c2f,0.786018,resumes_candidate_5fc24b0ef8b7
resumes_candidate_5fc24b0ef8b7_chunk5_projects_certifications_achievements,jd_specialist_software_engineering_001,0.345670,resumes_candidate_5fc24b0ef8b7
resumes_candidate_6317dd03104a_chunk1_professional_summary,jd_jd_1e5c2f,0.775348,resumes_candidate_6317dd03104a
resumes_candidate_6317dd03104a_chunk1_professional_summary,jd_specialist_software_engineering_001,0.525437,resumes_candidate_6317dd03104a
resumes_candidate_6317dd03104a_chunk2_skills,jd_jd_1e5c2f,0.666048,resumes_candidate_6317dd03104a
resumes_candidate_6317dd03104a_chunk2_skills,jd_specialist_software_engineering_001,0.445506,resumes_candidate_6317dd03104a
resumes_candidate_6317dd03104a_chunk3_experience_summary,jd_jd_1e5c2f,0.771009,resumes_candidate_6317dd03104a
resumes_candidate_6317dd03104a_chunk3_experience_summary,jd_specialist_software_engineering_001,0.517044,resumes_candidate_6317dd03104a
resumes_candidate_6317dd03104a_chunk4_education_summary,jd_jd_1e5c2f,0.664455,resumes_candidate_6317dd03104a
resumes_candidate_6317dd03104a_chunk4_education_summary,jd_specialist_software_engineering_001,0.424204,resumes_candidate_6317dd03104a
resumes_candidate_6317dd03104a_chunk5_projects_certifications_achievements,jd_jd_1e5c2f,0.802204,resumes_candidate_6317dd03104a
resumes_candidate_6317dd03104a_chunk5_projects_certifications_achievements,jd_specialist_software_engineering_001,0.384743,resumes_candidate_6317dd03104a
resumes_candidate_68206e2751f6_chunk1_professional_summary,jd_jd_1e5c2f,0.794144,resumes_candidate_68206e2751f6
resumes_candidate_68206e2751f6_chunk1_professional_summary,jd_specialist_software_engineering_001,0.540380,resumes_candidate_68206e2751f6
resumes_candidate_68206e2751f6_chunk2_skills,jd_jd_1e5c2f,0.593730,resumes_candidate_68206e2751f6
resumes_candidate_68206e2751f6_chunk2_skills,jd_specialist_software_engineering_001,0.366632,resumes_candidate_68206e2751f6
resumes_candidate_68206e2751f6_chunk3_experience_summary,jd_jd_1e5c2f,0.806162,resumes_candidate_68206e2751f6
resumes_candidate_68206e2751f6_chunk3_experience_summary,jd_specialist_software_engineering_001,0.518272,resumes_candidate_68206e2751f6
resumes_candidate_68206e2751f6_chunk4_education_summary,jd_jd_1e5c2f,0.722849,resumes_candidate_68206e2751f6
resumes_candidate_68206e2751f6_chunk4_education_summary,jd_specialist_software_engineering_001,0.470873,resumes_candidate_68206e2751f6
resumes_candidate_68206e2751f6_chunk5_projects_certifications_achievements,jd_jd_1e5c2f,0.796775,resumes_candidate_68206e2751f6
resumes_candidate_68206e2751f6_chunk5_projects_certifications_achievements,jd_specialist_software_engineering_001,0.345814,resumes_candidate_68206e2751f6
resumes_candidate_707f253bc756_chunk1_professional_summary,jd_jd_1e5c2f,0.784458,resumes_candidate_707f253bc756
resumes_candidate_707f253bc756_chunk1_professional_summary,jd_specialist_software_engineering_001,0.514943,resumes_candidate_707f253bc756
resumes_candidate_707f253bc756_chunk2_skills,jd_jd_1e5c2f,0.719709,resumes_candidate_707f253bc756
resumes_candidate_707f253bc756_chunk2_skills,jd_specialist_software_engineering_001,0.511041,resumes_candidate_707f253bc756
resumes_candidate_707f253bc756_chunk3_experience_summary,jd_jd_1e5c2f,0.693320,resumes_candidate_707f253bc756
resumes_candidate_707f253bc756_chunk3_experience_summary,jd_specialist_software_engineering_001,0.447163,resumes_candidate_707f253bc756
resumes_candidate_707f253bc756_chunk4_education_summary,jd_jd_1e5c2f,0.719559,resumes_candidate_707f253bc756
resumes_candidate_707f253bc756_chunk4_education_summary,jd_specialist_software_engineering_001,0.457636,resumes_candidate_707f253bc756
resumes_candidate_707f253bc756_chunk5_projects_certifications_achievements,jd_jd_1e5c2f,0.751851,resumes_candidate_707f253bc756
resumes_candidate_707f253bc756_chunk5_projects_certifications_achievements,jd_specialist_software_engineering_001,0.306214,resumes_candidate_707f253bc756
resumes_candidate_745190be505c_chunk1_professional_summary,jd_jd_1e5c2f,0.775529,resumes_candidate_745190be505c
resumes_candidate_745190be505c_chunk1_professional_summary,jd_specialist_software_engineering_001,0.539357,resumes_candidate_745190be505c
resumes_candidate_745190be505c_chunk2_skills,jd_jd_1e5c2f,0.653727,resumes_candidate_745190be505c
resumes_candidate_745190be505c_chunk2_skills,jd_specialist_software_engineering_001,0.415486,resumes_candidate_745190be505c
resumes_candidate_745190be505c_chunk3_experience_summary,jd_jd_1e5c2f,0.764097,resumes_candidate_745190be505c
resumes_candidate_745190be505c_chunk3_experience_summary,jd_specialist_software_engineering_001,0.498369,resumes_candidate_745190be505c
resumes_candidate_745190be505c_chunk4_education_summary,jd_jd_1e5c2f,0.700246,resumes_candidate_745190be505c
resumes_candidate_745190be505c_chunk4_education_summary,jd_specialist_software_engineering_001,0.445297,resumes_candidate_745190be505c
resumes_candidate_745190be505c_chunk5_projects_certifications_achievements,jd_jd_1e5c2f,0.788016,resumes_candidate_745190be505c
resumes_candidate_745190be505c_chunk5_projects_certifications_achievements,jd_specialist_software_engineering_001,0.351371,resumes_candidate_745190be505c
resumes_candidate_764630b7c5e6_chunk1_professional_summary,jd_jd_1e5c2f,0.775797,resumes_candidate_764630b7c5e6
resumes_candidate_764630b7c5e6_chunk1_professional_summary,jd_specialist_software_engineering_001,0.498520,resumes_candidate_764630b7c5e6
resumes_candidate_764630b7c5e6_chunk2_skills,jd_jd_1e5c2f,0.562491,resumes_candidate_764630b7c5e6
resumes_candidate_764630b7c5e6_chunk2_skills,jd_specialist_software_engineering_001,0.340476,resumes_candidate_764630b7c5e6
resumes_candidate_764630b7c5e6_chunk3_experience_summary,jd_jd_1e5c2f,0.774740,resumes_candidate_764630b7c5e6
resumes_candidate_764630b7c5e6_chunk3_experience_summary,jd_specialist_software_engineering_001,0.513222,resumes_candidate_764630b7c5e6
resumes_candidate_764630b7c5e6_chunk4_education_summary,jd_jd_1e5c2f,0.705149,resumes_candidate_764630b7c5e6
resumes_candidate_764630b7c5e6_chunk4_education_summary,jd_specialist_software_engineering_001,0.465760,resumes_candidate_764630b7c5e6
resumes_candidate_764630b7c5e6_chunk5_projects_certifications_achievements,jd_jd_1e5c2f,0.782854,resumes_candidate_764630b7c5e6
resumes_candidate_764630b7c5e6_chunk5_projects_certifications_achievements,jd_specialist_software_engineering_001,0.341491,resumes_candidate_764630b7c5e6
resumes_candidate_7dc4dd55c6ea_chunk1_professional_summary,jd_jd_1e5c2f,0.785214,resumes_candidate_7dc4dd55c6ea
resumes_candidate_7dc4dd55c6ea_chunk1_professional_summary,jd_specialist_software_engineering_001,0.506923,resumes_candidate_7dc4dd55c6ea
resumes_candidate_7dc4dd55c6ea_chunk2_skills,jd_jd_1e5c2f,0.758618,resumes_candidate_7dc4dd55c6ea
resumes_candidate_7dc4dd55c6ea_chunk2_skills,jd_specialist_software_engineering_001,0.552854,resumes_candidate_7dc4dd55c6ea
resumes_candidate_7dc4dd55c6ea_chunk3_experience_summary,jd_jd_1e5c2f,0.821577,resumes_candidate_7dc4dd55c6ea
resumes_candidate_7dc4dd55c6ea_chunk3_experience_summary,jd_specialist_software_engineering_001,0.559728,resumes_candidate_7dc4dd55c6ea
resumes_candidate_7dc4dd55c6ea_chunk4_education_summary,jd_jd_1e5c2f,0.610377,resumes_candidate_7dc4dd55c6ea
resumes_candidate_7dc4dd55c6ea_chunk4_education_summary,jd_specialist_software_engineering_001,0.350856,resumes_candidate_7dc4dd55c6ea
resumes_candidate_7dc4dd55c6ea_chunk5_projects_certifications_achievements,jd_jd_1e5c2f,0.804087,resumes_candidate_7dc4dd55c6ea
resumes_candidate_7dc4dd55c6ea_chunk5_projects_certifications_achievements,jd_specialist_software_engineering_001,0.379012,resumes_candidate_7dc4dd55c6ea
resumes_candidate_8822ad8a0397_chunk1_professional_summary,jd_jd_1e5c2f,0.771995,resumes_candidate_8822ad8a0397
resumes_candidate_8822ad8a0397_chunk1_professional_summary,jd_specialist_software_engineering_001,0.515208,resumes_candidate_8822ad8a0397
resumes_candidate_8822ad8a0397_chunk2_skills,jd_jd_1e5c2f,0.603453,resumes_candidate_8822ad8a0397
resumes_candidate_8822ad8a0397_chunk2_skills,jd_specialist_software_engineering_001,0.333732,resumes_candidate_8822ad8a0397
resumes_candidate_8822ad8a0397_chunk3_experience_summary,jd_jd_1e5c2f,0.806802,resumes_candidate_8822ad8a0397
resumes_candidate_8822ad8a0397_chunk3_experience_summary,jd_specialist_software_engineering_001,0.485054,resumes_candidate_8822ad8a0397
resumes_candidate_8822ad8a0397_chunk4_education_summary,jd_jd_1e5c2f,0.719383,resumes_candidate_8822ad8a0397
resumes_candidate_8822ad8a0397_chunk4_education_summary,jd_specialist_software_engineering_001,0.456316,resumes_candidate_8822ad8a0397
resumes_candidate_8822ad8a0397_chunk5_projects_certifications_achievements,jd_jd_1e5c2f,0.788033,resumes_candidate_8822ad8a0397
resumes_candidate_8822ad8a0397_chunk5_projects_certifications_achievements,jd_specialist_software_engineering_001,0.326708,resumes_candidate_8822ad8a0397
resumes_candidate_8d477adf3381_chunk1_professional_summary,jd_jd_1e5c2f,0.762819,resumes_candidate_8d477adf3381
resumes_candidate_8d477adf3381_chunk1_professional_summary,jd_specialist_software_engineering_001,0.515271,resumes_candidate_8d477adf3381
resumes_candidate_8d477adf3381_chunk2_skills,jd_jd_1e5c2f,0.706632,resumes_candidate_8d477adf3381
resumes_candidate_8d477adf3381_chunk2_skills,jd_specialist_software_engineering_001,0.465376,resumes_candidate_8d477adf3381
resumes_candidate_8d477adf3381_chunk3_experience_summary,jd_jd_1e5c2f,0.744816,resumes_candidate_8d477adf3381
resumes_candidate_8d477adf3381_chunk3_experience_summary,jd_specialist_software_engineering_001,0.463879,resumes_candidate_8d477adf3381
resumes_candidate_8d477adf3381_chunk4_education_summary,jd_jd_1e5c2f,0.774350,resumes_candidate_8d477adf3381
resumes_candidate_8d477adf3381_chunk4_education_summary,jd_specialist_software_engineering_001,0.530583,resumes_candidate_8d477adf3381
resumes_candidate_8d477adf3381_chunk5_projects_certifications_achievements,jd_jd_1e5c2f,0.781061,resumes_candidate_8d477adf3381
resumes_candidate_8d477adf3381_chunk5_projects_certifications_achievements,jd_specialist_software_engineering_001,0.311811,resumes_candidate_8d477adf3381
resumes_candidate_8ddf535b02e6_chunk1_professional_summary,jd_jd_1e5c2f,0.758892,resumes_candidate_8ddf535b02e6
resumes_candidate_8ddf535b02e6_chunk1_professional_summary,jd_specialist_software_engineering_001,0.546516,resumes_candidate_8ddf535b02e6
resumes_candidate_8ddf535b02e6_chunk2_skills,jd_jd_1e5c2f,0.645082,resumes_candidate_8ddf535b02e6
resumes_candidate_8ddf535b02e6_chunk2_skills,jd_specialist_software_engineering_001,0.415482,resumes_candidate_8ddf535b02e6
resumes_candidate_8ddf535b02e6_chunk3_experience_summary,jd_jd_1e5c2f,0.742336,resumes_candidate_8ddf535b02e6
resumes_candidate_8ddf535b02e6_chunk3_experience_summary,jd_specialist_software_engineering_001,0.531319,resumes_candidate_8ddf535b02e6
resumes_candidate_8ddf535b02e6_chunk4_education_summary,jd_jd_1e5c2f,0.706454,resumes_candidate_8ddf535b02e6
resumes_candidate_8ddf535b02e6_chunk4_education_summary,jd_specialist_software_engineering_001,0.475857,resumes_candidate_8ddf535b02e6
resumes_candidate_8ddf535b02e6_chunk5_projects_certifications_achievements,jd_jd_1e5c2f,0.785330,resumes_candidate_8ddf535b02e6
resumes_candidate_8ddf535b02e6_chunk5_projects_certifications_achievements,jd_specialist_software_engineering_001,0.339968,resumes_candidate_8ddf535b02e6
resumes_candidate_91e4d4794d6b_chunk1_professional_summary,jd_jd_1e5c2f,0.792614,resumes_candidate_91e4d4794d6b
resumes_candidate_91e4d4794d6b_chunk1_professional_summary,jd_specialist_software_engineering_001,0.497798,resumes_candidate_91e4d4794d6b
resumes_candidate_91e4d4794d6b_chunk2_skills,jd_jd_1e5c2f,0.606482,resumes_candidate_91e4d4794d6b
resumes_candidate_91e4d4794d6b_chunk2_skills,jd_specialist_software_engineering_001,0.352006,resumes_candidate_91e4d4794d6b
resumes_candidate_91e4d4794d6b_chunk3_experience_summary,jd_jd_1e5c2f,0.788691,resumes_candidate_91e4d4794d6b
resumes_candidate_91e4d4794d6b_chunk3_experience_summary,jd_specialist_software_engineering_001,0.490455,resumes_candidate_91e4d4794d6b
resumes_candidate_91e4d4794d6b_chunk4_education_summary,jd_jd_1e5c2f,0.718146,resumes_candidate_91e4d4794d6b
resumes_candidate_91e4d4794d6b_chunk4_education_summary,jd_specialist_software_engineering_001,0.452868,resumes_candidate_91e4d4794d6b
resumes_candidate_91e4d4794d6b_chunk5_projects_certifications_achievements,jd_jd_1e5c2f,0.793496,resumes_candidate_91e4d4794d6b
resumes_candidate_91e4d4794d6b_chunk5_projects_certifications_achievements,jd_specialist_software_engineering_001,0.360814,resumes_candidate_91e4d4794d6b
resumes_candidate_9cf70a7732b1_chunk1_professional_summary,jd_jd_1e5c2f,0.766888,resumes_candidate_9cf70a7732b1
resumes_candidate_9cf70a7732b1_chunk1_professional_summary,jd_specialist_software_engineering_001,0.525470,resumes_candidate_9cf70a7732b1
resumes_candidate_9cf70a7732b1_chunk2_skills,jd_jd_1e5c2f,0.782981,resumes_candidate_9cf70a7732b1
resumes_candidate_9cf70a7732b1_chunk2_skills,jd_specialist_software_engineering_001,0.543836,resumes_candidate_9cf70a7732b1
resumes_candidate_9cf70a7732b1_chunk3_experience_summary,jd_jd_1e5c2f,0.806964,resumes_candidate_9cf70a7732b1
resumes_candidate_9cf70a7732b1_chunk3_experience_summary,jd_specialist_software_engineering_001,0.558085,resumes_candidate_9cf70a7732b1
resumes_candidate_9cf70a7732b1_chunk4_education_summary,jd_jd_1e5c2f,0.750625,resumes_candidate_9cf70a7732b1
resumes_candidate_9cf70a7732b1_chunk4_education_summary,jd_specialist_software_engineering_001,0.535158,resumes_candidate_9cf70a7732b1
resumes_candidate_9cf70a7732b1_chunk5_projects_certifications_achievements,jd_jd_1e5c2f,0.792716,resumes_candidate_9cf70a7732b1
resumes_candidate_9cf70a7732b1_chunk5_projects_certifications_achievements,jd_specialist_software_engineering_001,0.351752,resumes_candidate_9cf70a7732b1
resumes_candidate_a07fc3332633_chunk1_professional_summary,jd_jd_1e5c2f,0.797870,resumes_candidate_a07fc3332633
resumes_candidate_a07fc3332633_chunk1_professional_summary,jd_specialist_software_engineering_001,0.518921,resumes_candidate_a07fc3332633
resumes_candidate_a07fc3332633_chunk2_skills,jd_jd_1e5c2f,0.529609,resumes_candidate_a07fc3332633
resumes_candidate_a07fc3332633_chunk2_skills,jd_specialist_software_engineering_001,0.288314,resumes_candidate_a07fc3332633
resumes_candidate_a07fc3332633_chunk3_experience_summary,jd_jd_1e5c2f,0.797288,resumes_candidate_a07fc3332633
resumes_candidate_a07fc3332633_chunk3_experience_summary,jd_specialist_software_engineering_001,0.504457,resumes_candidate_a07fc3332633
resumes_candidate_a07fc3332633_chunk4_education_summary,jd_jd_1e5c2f,0.732795,resumes_candidate_a07fc3332633
resumes_candidate_a07fc3332633_chunk4_education_summary,jd_specialist_software_engineering_001,0.474550,resumes_candidate_a07fc3332633
resumes_candidate_a07fc3332633_chunk5_projects_certifications_achievements,jd_jd_1e5c2f,0.801565,resumes_candidate_a07fc3332633
resumes_candidate_a07fc3332633_chunk5_projects_certifications_achievements,jd_specialist_software_engineering_001,0.354205,resumes_candidate_a07fc3332633
resumes_candidate_a80a3956704e_chunk1_professional_summary,jd_jd_1e5c2f,0.762308,resumes_candidate_a80a3956704e
